Course Name,Course URL,About This Course,Description,keywords
Biais et discrimination en IA,https://www.edx.org/learn/computer-science/universite-de-montreal-biais-et-discrimination-en-ia?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=579,"Ce cours, a été classé parmi letop 10 des meilleurs cours en ligne gratuits dans l’intelligence artificielle (IA) responsabledans sa version originale anglaise et porte sur une dimension trop rarement abordée de l’IA malgré ses impacts considérables. | Grâce à des experts internationaux de l’école internationale d’IVADO qui a eu lieu à Montréal (2019), vous y explorerez les aspects techniques et sociaux des biais, de la discrimination et de l’équité dans l’apprentissage automatique et la conception d’algorithmes. | Le cours se concentre sur les biais liés au sexe, à la race et à la situation socio-économique, ainsi que sur les biais dans les modèles de prédiction basés sur les données et menant à des décisions. | Le cours s’adresse principalement aux professionnels et aux universitaires ayant des connaissances de base en mathématiques et en programmation. La richesse de ce cours sera également d’une grande utilité pour quiconque utilise l’IA ou s’y intéresse. Ces sujets sociotechniques se sont avérés très révélateurs pour les professionnels techniques. | La durée totale du contenu vidéo est d’une durée totale de de 7 h 30, enregistré en anglais et sous-titré en français. Le contenu est découpé en segments que vous pouvez regarder à votre propre rythme. Des quiz complets sont également proposés à la fin de chaque segment pour évaluer votre compréhension du contenu. | IVADO est une plaque tournante de la science des données en économie qui réunit des partenaires industriels, universitaires et gouvernementaux ayant une expertise en intelligence numérique. L’une de ses missions est de contribuer à l’avancée des connaissances numériques et de former de nouvelles générations d’experts en science des données conscients des biais. Bienvenue dans le monde de l’IA éthique et responsable!","ce cours, a été classé parmi letop 10 des meilleurs cours en ligne gratuits dans l’intelligence artificielle (ia) responsabledans sa version originale anglaise et porte sur une dimension trop rarement abordée de l’ia malgré ses impacts considérables. | grâce à des experts internationaux de l’école internationale d’ivado qui a eu lieu à montréal (2019), vous y explorerez les aspects techniques et sociaux des biais, de la discrimination et de l’équité dans l’apprentissage automatique et la conception d’algorithmes. | le cours se concentre sur les biais liés au sexe, à la race et à la situation socio-économique, ainsi que sur les biais dans les modèles de prédiction basés sur les données et menant à des décisions. | le cours s’adresse principalement aux professionnels et aux universitaires ayant des connaissances de base en mathématiques et en programmation. la richesse de ce cours sera également d’une grande utilité pour quiconque utilise l’ia ou s’y intéresse. ces sujets sociotechniques se sont avérés très révélateurs pour les professionnels techniques. | la durée totale du contenu vidéo est d’une durée totale de de 7 h 30, enregistré en anglais et sous-titré en français. le contenu est découpé en segments que vous pouvez regarder à votre propre rythme. des quiz complets sont également proposés à la fin de chaque segment pour évaluer votre compréhension du contenu. | ivado est une plaque tournante de la science des données en économie qui réunit des partenaires industriels, universitaires et gouvernementaux ayant une expertise en intelligence numérique. l’une de ses missions est de contribuer à l’avancée des connaissances numériques et de former de nouvelles générations d’experts en science des données conscients des biais. bienvenue dans le monde de l’ia éthique et responsable!","algorithmes, mathématiques, biais, discrimination, professionnels, sociotechniques, intéresse, modèles, automatique, artificielle"
Serverless Architectures on AWS,https://www.edx.org/learn/computer-programming/amazon-web-services-serverless-architectures-on-aws?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=580,"A modern software engineer knows how to use the benefits of managed services from Amazon Web Services to reduce the coding needed to get a project across the line. There’s a lot of code you really don’t need to write when you can use a managed service for your applications. Less code means less tests, less bugs, and quicker delivery. | In this course, we get hands on with automation tools and serverless managed services. Get your projects completed faster without needing to maintain the underlying servers hosting the managed services. Treat your infrastructure as code using AWS CloudFormation and AWS Serverless Application Model as an automated way to build the resources hosting your applications. We use AWS Amplify to rapidly add front-end hosting and AWS Cognito to add authentication to our application. With Cognito in place, we upgrade the application API to require authentication. Next, we learn to use AWS Step Functions to move a lot of the workflow coordination code out of your applications. Using serverless services, we contrast some options for building event driven architectures with Amazon SNS, Amazon SQS and Amazon EventBridge. Join our expert instructors as we dive deep on real-world use cases for each of the featured services in the course. | This course will provide a combination of video-based lectures, demonstrations and hands-on lab exercises that will get you working with automation tools, Cognito authentication, Step Function workflows and event-driven architectures.","a modern software engineer knows how to use the benefits of managed services from amazon web services to reduce the coding needed to get a project across the line. there’s a lot of code you really don’t need to write when you can use a managed service for your applications. less code means less tests, less bugs, and quicker delivery. | in this course, we get hands on with automation tools and serverless managed services. get your projects completed faster without needing to maintain the underlying servers hosting the managed services. treat your infrastructure as code using aws cloudformation and aws serverless application model as an automated way to build the resources hosting your applications. we use aws amplify to rapidly add front-end hosting and aws cognito to add authentication to our application. with cognito in place, we upgrade the application api to require authentication. next, we learn to use aws step functions to move a lot of the workflow coordination code out of your applications. using serverless services, we contrast some options for building event driven architectures with amazon sns, amazon sqs and amazon eventbridge. join our expert instructors as we dive deep on real-world use cases for each of the featured services in the course. | this course will provide a combination of video-based lectures, demonstrations and hands-on lab exercises that will get you working with automation tools, cognito authentication, step function workflows and event-driven architectures.","aws, cloudformation, serverless, workflows, services, automation, servers, service, hosting, workflow"
"Database Architecture, Scale, and NoSQL with Elasticsearch",https://www.edx.org/learn/nosql/the-university-of-michigan-database-architecture-scale-and-nosql-with-elasticsearch?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=581,"Within this course, you will explore database architecture, PostgreSQL, and various scalable deployment configurations. You will see how PostgreSQL implements basic CRUD operations and indexes, and review how transactions and the ACID (Atomicity, Consistency, Isolation, Durability) requirements are implemented. | You’ll learn to use Elasticsearch NoSQL, which is a common NoSQL database and a supplement to a relational database to high-speed search and indexing. We will examine Elasticsearch as an example of a BASE-style (Basic Availability, Soft State, Eventual Consistency) database approach, as well as compare and contrast the advantages and challenges associated with ACID and BASE databases.","within this course, you will explore database architecture, postgresql, and various scalable deployment configurations. you will see how postgresql implements basic crud operations and indexes, and review how transactions and the acid (atomicity, consistency, isolation, durability) requirements are implemented. | you’ll learn to use elasticsearch nosql, which is a common nosql database and a supplement to a relational database to high-speed search and indexing. we will examine elasticsearch as an example of a base-style (basic availability, soft state, eventual consistency) database approach, as well as compare and contrast the advantages and challenges associated with acid and base databases.","nosql, databases, database, postgresql, elasticsearch, indexes, indexing, scalable, availability, architecture"
Teach kids computing: Computing systems and networks,https://www.edx.org/learn/teacher-training/raspberry-pi-foundation-teach-kids-computing-computing-systems-and-networks?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=582,"Whether on their own, connected to a local network, or plugged into the internet, computers are central to many usual tasks and routines. It's important for young people to develop their knowledge of how these devices work so that they can appreciate the impact of computers and networks on the world around them. | In this 3-week course, you'll explore how to build young learners' knowledge in an age-appropriate manner. You'll start by thinking about how you can help your learners recognise information technology and how computers process an input to give an output. | In the second week of the course, you'll learn about the key pieces of technology that allow us to connect computers to networks and the advantages that networks can bring. You'll also consider how you can make the concept of a computer network relevant to young learners. | By the end of week 2, you'll be able to explain to your learners why the internet and the World Wide Web are not the same thing, as well as help them identify a range of services that run over the internet. | In the third week, you'll investigate other computer systems that consist of many devices working together. | Young people also need to understand how to act on the internet — both for their own safety and to contribute to a pleasant online environment. You'll think about the skills and attitudes that young people need and how you can help them develop these not only while teaching about computer networks but also more generally across the curriculum.","whether on their own, connected to a local network, or plugged into the internet, computers are central to many usual tasks and routines. it's important for young people to develop their knowledge of how these devices work so that they can appreciate the impact of computers and networks on the world around them. | in this 3-week course, you'll explore how to build young learners' knowledge in an age-appropriate manner. you'll start by thinking about how you can help your learners recognise information technology and how computers process an input to give an output. | in the second week of the course, you'll learn about the key pieces of technology that allow us to connect computers to networks and the advantages that networks can bring. you'll also consider how you can make the concept of a computer network relevant to young learners. | by the end of week 2, you'll be able to explain to your learners why the internet and the world wide web are not the same thing, as well as help them identify a range of services that run over the internet. | in the third week, you'll investigate other computer systems that consist of many devices working together. | young people also need to understand how to act on the internet — both for their own safety and to contribute to a pleasant online environment. you'll think about the skills and attitudes that young people need and how you can help them develop these not only while teaching about computer networks but also more generally across the curriculum.","internet, computers, learners, network, computer, technology, web, devices, learn, networks"
"Human-Computer Interaction III: Ethics, Needfinding & Prototyping",https://www.edx.org/learn/human-computer-interaction/the-georgia-institute-of-technology-human-computer-interaction-iii-ethics-needfinding-prototyping?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=583,"This course takes you through lessons 14 through 18 of CS6750: Human-Computer Interaction as taught in the Georgia Tech Online Master of Science in Computer Science program. | In this course, you’ll begin by learning the design life cycle. This is the process by which we investigate user needs, brainstorm potential designs, create prototypes, and evaluate those prototypes. This life cycle provides the structure for the third and fourth courses in this professional certificate. | A key part of the design life cycle, however, is human subjects research. In interface design, this involves asking users for information about what they do and what they need, and then asking them for feedback on the prototypes that you develop. In HCI more broadly, this may involve testing different ideas with users to see what facilitates the best user experience. Whenever we interact with users, though, we need to keep in mind users’ rights to privacy and transparency, and so we begin this course with a discussion of ethics in HCI. This is grounded in the university Institutional Review Board process, but also investigates the role of ethics in HCI in industry as well. | From there, you’ll move on to needfinding and requirements gathering. It is always tempting to jump straight into designing an interface based on our intuitive understanding of a task or need, but successful interface design always starts with an understanding of the users: who are they, what they do, and what they need. This involves both interacting directly with them via surveys and interviews, as well as observing them at a distance or even attempting the tasks ourselves. This concludes with an understanding of the requirements of any interface we create. | From there, you’ll move on to brainstorming design alternatives. Again, it is often tempting to jump straight to the design we have in mind, but successful interface design starts with the results of needfinding and attempts a more grounded investigation of possible solutions. Through this lesson, you’ll learn techniques for managing effective brainstorming sessions and approaches to exploring the ideas that are created including artifacts like user personas, interaction timelines, and storyboards. | Finally, you’ll conclude by learning about prototyping. Implementing an interface is a complicated process, and there is a risk that we may invest lots of time into an interface that is doomed to fail because we do not get user feedback on the idea. The goal of prototyping is to get an idea in front of users as quickly as possible to validate and improve it before we move on to the high pressures of implementation. | By the end of this course, you’ll have an understanding of the design life cycle and its first three major stages: needfinding, brainstorming, and prototyping. You’ll also understand the ethical implications of HCI research and how to safeguard users’ rights.","this course takes you through lessons 14 through 18 of cs6750: human-computer interaction as taught in the georgia tech online master of science in computer science program. | in this course, you’ll begin by learning the design life cycle. this is the process by which we investigate user needs, brainstorm potential designs, create prototypes, and evaluate those prototypes. this life cycle provides the structure for the third and fourth courses in this professional certificate. | a key part of the design life cycle, however, is human subjects research. in interface design, this involves asking users for information about what they do and what they need, and then asking them for feedback on the prototypes that you develop. in hci more broadly, this may involve testing different ideas with users to see what facilitates the best user experience. whenever we interact with users, though, we need to keep in mind users’ rights to privacy and transparency, and so we begin this course with a discussion of ethics in hci. this is grounded in the university institutional review board process, but also investigates the role of ethics in hci in industry as well. | from there, you’ll move on to needfinding and requirements gathering. it is always tempting to jump straight into designing an interface based on our intuitive understanding of a task or need, but successful interface design always starts with an understanding of the users: who are they, what they do, and what they need. this involves both interacting directly with them via surveys and interviews, as well as observing them at a distance or even attempting the tasks ourselves. this concludes with an understanding of the requirements of any interface we create. | from there, you’ll move on to brainstorming design alternatives. again, it is often tempting to jump straight to the design we have in mind, but successful interface design starts with the results of needfinding and attempts a more grounded investigation of possible solutions. through this lesson, you’ll learn techniques for managing effective brainstorming sessions and approaches to exploring the ideas that are created including artifacts like user personas, interaction timelines, and storyboards. | finally, you’ll conclude by learning about prototyping. implementing an interface is a complicated process, and there is a risk that we may invest lots of time into an interface that is doomed to fail because we do not get user feedback on the idea. the goal of prototyping is to get an idea in front of users as quickly as possible to validate and improve it before we move on to the high pressures of implementation. | by the end of this course, you’ll have an understanding of the design life cycle and its first three major stages: needfinding, brainstorming, and prototyping. you’ll also understand the ethical implications of hci research and how to safeguard users’ rights.","designing, hci, prototyping, design, designs, requirements, prototypes, brainstorming, interact, develop"
Quantum Technologies for Decision Makers,https://www.edx.org/learn/quantum-computing/the-university-of-queensland-quantum-technologies-for-decision-makers?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=584,"Quantum technology is all around yet many of us can readily be confused by the science, let alone the trajectories to identifying commercial opportunities. Dominant in the hype is the emerging promise of quantum computing, still some way from delivering a useful and fully capable quantum computer. In such a context, making strategic decisions when the science and engineering are shifting presents many innovation dilemmas! | This course applies a focus on quantum technologies that deliver innovative new products and services. The now ubiquitous mobile telephone demonstrates such innovation. Our interest lies in exploring enough of the science to boost our understanding so that we can make informed decisions to allocate resources that create and harness emerging opportunities. Such resource-allocation processes will be as many and varied as there are innovators to pursue them. | The full 4-module course specifically targets strategic decision makers across the quantum domains of sensing, communication, and computing. The online course includes content from world-recognised quantum scientists as well as the approaches of practitioners seeking to harness the exciting technological potentials for their organizations and customers. The key artefact learners will develop is a quantum strategy for their own organization, identifying the enablers and challenges to unique opportunities. This quantum strategy can then serve as a roadmap for an innovation portfolio.","quantum technology is all around yet many of us can readily be confused by the science, let alone the trajectories to identifying commercial opportunities. dominant in the hype is the emerging promise of quantum computing, still some way from delivering a useful and fully capable quantum computer. in such a context, making strategic decisions when the science and engineering are shifting presents many innovation dilemmas! | this course applies a focus on quantum technologies that deliver innovative new products and services. the now ubiquitous mobile telephone demonstrates such innovation. our interest lies in exploring enough of the science to boost our understanding so that we can make informed decisions to allocate resources that create and harness emerging opportunities. such resource-allocation processes will be as many and varied as there are innovators to pursue them. | the full 4-module course specifically targets strategic decision makers across the quantum domains of sensing, communication, and computing. the online course includes content from world-recognised quantum scientists as well as the approaches of practitioners seeking to harness the exciting technological potentials for their organizations and customers. the key artefact learners will develop is a quantum strategy for their own organization, identifying the enablers and challenges to unique opportunities. this quantum strategy can then serve as a roadmap for an innovation portfolio.","quantum, innovation, technologies, technological, innovators, innovative, exploring, technology, develop, telephone"
Vision artificielle et exploitation intelligente des ressources naturelles,https://www.edx.org/learn/computer-science/universite-de-montreal-vision-artificielle-et-exploitation-intelligente-des-ressources-naturelles?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=585,"Bienvenue au cours VIARENA, «Vision artificielle et exploitation intelligente des ressources naturelles». La vision artificielle est l'art et la science de rendre les ordinateurs capables d'interpréter intelligemment des images. Il existe une multitude d'applications de la vision artificielle réalisables dans nos entreprises, particulièrement les PME et nos communautés. | La vision artificielle est particulièrement accessible et facile à mettre en oeuvre. Malheureusement, c'est un secret trop bien gardé de l'intelligence artificielle. En effet, les données sont abondantes et faciles à récolter, les logiciels sont offerts en logiciel libre, il existe de gros modèles préentraînés et l'infonuagique démocratise l'accès aux infrastructures de calcul. | Ce cours pratique fait le pari que vous pourrez appliquer la vision artificielle à une foule de problèmes sans en maîtriser les détails mathématiques. VIARENA propose une approche pratique basée sur le code pour vous aider à gagner en confiance pendant que vous apprenez des concepts clés. | Le cours VIARENA utilise le langage de programmation Python qui possède le plus riche écosystème en IA. Une trentaine de courts laboratoires, sous la forme de carnets IPython interactifs, utilisent la bibliothèque Keras de Google, une interface de programmation d'applications de haut niveau qui démocratise l'apprentissage profond. | Les informaticiens apprécieront les laboratoires avec Google Colab qui leur permettront de travailler directement avec le code sans avoir à installer de logiciels. Toutefois, ce ne sont pas des exercices de programmation, tout le code est là et fonctionnel. Les exercices portent plutôt sur l'appropriation et la compréhension du code. | Identifiez une niche commerciale en survolant une foule d'applications pratiques. VIARENA montre un grand nombre d'exemples et d'applications pour illustrer les possibilités et stimuler votre créativité. Des applications comme la surveillance d'un troupeau, la récolte robotisée, l'inspection visuelle ou sonore d'éoliennes, le diagnostic d'une maladie de plante, le tri automatique de matières résiduelles, l'identification de minéraux, l'inventaire forestier, la prédiction de sécheresse, le comptage de poissons, etc. | Récoltez des données avec un drone. Entraînez des réseaux de neurones profonds. Déployez une application sur un téléphone intelligent ou un site Web. | L'objectif de VIARENA est: « Faire que l'IA soit aussi québécoise que le sirop d'érable et la motoneige. »","bienvenue au cours viarena, «vision artificielle et exploitation intelligente des ressources naturelles». la vision artificielle est l'art et la science de rendre les ordinateurs capables d'interpréter intelligemment des images. il existe une multitude d'applications de la vision artificielle réalisables dans nos entreprises, particulièrement les pme et nos communautés. | la vision artificielle est particulièrement accessible et facile à mettre en oeuvre. malheureusement, c'est un secret trop bien gardé de l'intelligence artificielle. en effet, les données sont abondantes et faciles à récolter, les logiciels sont offerts en logiciel libre, il existe de gros modèles préentraînés et l'infonuagique démocratise l'accès aux infrastructures de calcul. | ce cours pratique fait le pari que vous pourrez appliquer la vision artificielle à une foule de problèmes sans en maîtriser les détails mathématiques. viarena propose une approche pratique basée sur le code pour vous aider à gagner en confiance pendant que vous apprenez des concepts clés. | le cours viarena utilise le langage de programmation python qui possède le plus riche écosystème en ia. une trentaine de courts laboratoires, sous la forme de carnets ipython interactifs, utilisent la bibliothèque keras de google, une interface de programmation d'applications de haut niveau qui démocratise l'apprentissage profond. | les informaticiens apprécieront les laboratoires avec google colab qui leur permettront de travailler directement avec le code sans avoir à installer de logiciels. toutefois, ce ne sont pas des exercices de programmation, tout le code est là et fonctionnel. les exercices portent plutôt sur l'appropriation et la compréhension du code. | identifiez une niche commerciale en survolant une foule d'applications pratiques. viarena montre un grand nombre d'exemples et d'applications pour illustrer les possibilités et stimuler votre créativité. des applications comme la surveillance d'un troupeau, la récolte robotisée, l'inspection visuelle ou sonore d'éoliennes, le diagnostic d'une maladie de plante, le tri automatique de matières résiduelles, l'identification de minéraux, l'inventaire forestier, la prédiction de sécheresse, le comptage de poissons, etc. | récoltez des données avec un drone. entraînez des réseaux de neurones profonds. déployez une application sur un téléphone intelligent ou un site web. | l'objectif de viarena est: « faire que l'ia soit aussi québécoise que le sirop d'érable et la motoneige. »","vision, artificielle, intelligente, mathématiques, logiciels, images, intelligence, automatique, visuelle, logiciel"
Development and Applications of Germanium Quantum Technologies,https://www.edx.org/learn/computer-science/delft-university-of-technology-development-and-applications-of-germanium-quantum-technologies?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=586,"In the race towards a fault-tolerant quantum computer, the semiconducting qubit platform is the only one that has, thus far, been shown to be scalable. Germanium qubits are a new type of semiconducting qubits, and their progress has been exceptionally fast since the development of the material in 2018.You will learn about the physics behind Germanium qubits, their advantages, and challenges compared to other qubit platforms, and the electrical components that are needed to control them. In addition, you will familiarize yourself with different companies from the semiconducting industry, the fabrication facilities, and the latest developments in the field. | This course is a collaboration between several parties, all of whom have state-of-the-art facilities for fabrication, control, or applications using Germanium qubits. By taking this course you will have the opportunity to learn about Germanium qubits from professionals in the field who are conducting innovative research that is not being done elsewhere. | The course is a journey of discovery, so we encourage you to bring your own experiences, insights, and thoughts via the forum! | This course is authored by experts from the QuTech research center at Delft University of Technology. In the center, scientists and engineers work together to drive research and development in quantum technology. QuTech Academy's aim is to inspire, share and disseminate knowledge about the latest developments in quantum technology. | This course was supported by IGNITE – Integrated Germanium Quantum Technology. This project has received funding from the European Union's Horizon Europe Programme under grant agreement no.101069515.","in the race towards a fault-tolerant quantum computer, the semiconducting qubit platform is the only one that has, thus far, been shown to be scalable. germanium qubits are a new type of semiconducting qubits, and their progress has been exceptionally fast since the development of the material in 2018.you will learn about the physics behind germanium qubits, their advantages, and challenges compared to other qubit platforms, and the electrical components that are needed to control them. in addition, you will familiarize yourself with different companies from the semiconducting industry, the fabrication facilities, and the latest developments in the field. | this course is a collaboration between several parties, all of whom have state-of-the-art facilities for fabrication, control, or applications using germanium qubits. by taking this course you will have the opportunity to learn about germanium qubits from professionals in the field who are conducting innovative research that is not being done elsewhere. | the course is a journey of discovery, so we encourage you to bring your own experiences, insights, and thoughts via the forum! | this course is authored by experts from the qutech research center at delft university of technology. in the center, scientists and engineers work together to drive research and development in quantum technology. qutech academy's aim is to inspire, share and disseminate knowledge about the latest developments in quantum technology. | this course was supported by ignite – integrated germanium quantum technology. this project has received funding from the european union's horizon europe programme under grant agreement no.101069515.","qubits, qubit, qutech, quantum, germanium, semiconducting, components, engineers, fabrication, electrical"
Computer System Design: Advanced Concepts of Modern Microprocessors,https://www.edx.org/learn/computer-programming/chalmers-university-of-technology-computer-system-design-advanced-concepts-of-modern-microprocessors?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=587,"In this computer science course, you will learn advanced concepts underpinning the design of today’s multicore-based computers. Additionally, you will learn how design decisions affect energy efficiency and performance. | Overall, topics include fundamentals on exploiting parallelism among instructions such as out-of-order execution, branch prediction, exception handling and advanced concepts of memory systems including prefetching and cache coherency. These concepts are fundamental for future computer systems to maximize compute efficiency. | You will also engage with a community of learners with similar interests to share knowledge. | The course is derived from Chalmers’s advanced graduate course in computer architecture. Prospective students should have a foundation in basic computer design, as offered by, for example, in “Computer System Design - Improving Energy Efficiency and Performance.“","in this computer science course, you will learn advanced concepts underpinning the design of today’s multicore-based computers. additionally, you will learn how design decisions affect energy efficiency and performance. | overall, topics include fundamentals on exploiting parallelism among instructions such as out-of-order execution, branch prediction, exception handling and advanced concepts of memory systems including prefetching and cache coherency. these concepts are fundamental for future computer systems to maximize compute efficiency. | you will also engage with a community of learners with similar interests to share knowledge. | the course is derived from chalmers’s advanced graduate course in computer architecture. prospective students should have a foundation in basic computer design, as offered by, for example, in “computer system design - improving energy efficiency and performance.“","multicore, prefetching, architecture, performance, parallelism, memory, computers, cache, execution, computer"
MLOps Tools: MLflow and Hugging Face,https://www.edx.org/learn/computer-science/pragmatic-ai-labs-mlops-tools-mlflow-and-hugging-face?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=588,"Master MLFlow and Hugging Face, two powerful open-source platforms for MLOps: | MLflow: Streamline machine learning lifecycle | Hugging Face: | Key Takeaways: | Ideal for aspiring MLOps professionals or experienced practitioners looking to enhance their skills. Break into the field or level up your proficiency in machine learning operations.","master mlflow and hugging face, two powerful open-source platforms for mlops: | mlflow: streamline machine learning lifecycle | hugging face: | key takeaways: | ideal for aspiring mlops professionals or experienced practitioners looking to enhance their skills. break into the field or level up your proficiency in machine learning operations.","mlflow, mlops, machine, learning, platforms, face, master, hugging, streamline, experienced"
Introduction à l'apprentissage profond,https://www.edx.org/learn/computer-science/universite-de-montreal-introduction-a-l-apprentissage-profond?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=589,"Développé parIVADOet leMILA, ce cours d'unedurée totale de 5 heuresprésente les concepts fondamentaux de l'apprentissage profond à travers5 modules de formation proposés en français. | Le contenu sera présenté à l’aide de vidéos pédagogiques présentés par des spécialistes du domaine: Alain Tapp, Yoshua Bengio et Nicolas Le Roux.","développé parivadoet lemila, ce cours d'unedurée totale de 5 heuresprésente les concepts fondamentaux de l'apprentissage profond à travers5 modules de formation proposés en français. | le contenu sera présenté à l’aide de vidéos pédagogiques présentés par des spécialistes du domaine: alain tapp, yoshua bengio et nicolas le roux.","travers5, vidéos, domaine, concepts, français, pédagogiques, développé, apprentissage, tapp, modules"
IoT System Architecture: Design and Evaluation,https://www.edx.org/learn/computer-architecture/waseda-university-iot-system-architecture-design-and-evaluation?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=590,"This course was created to help learners understand how to design the architecture of IoT systems. | IoT (Internet of Things) systems are inherently distributed, heterogeneous, and complicated, hence designing architecture plays an important role in determining its functionality and quality in the early phase of development. However, designing architecture is not easy, because architects must address a number of system functionalities and quality requirements at the same time. | This course will give you an understanding of the concept of architecture and it will give you an approach to systematically design and evaluate IoT system architecture. | *This course was reorganized based on Smart Systems and Services innovative professional Education (SmartSE) program, which is a series of the education program Waseda University provides in Japanese. For more information, please visit:https://smartse.jp/en/","this course was created to help learners understand how to design the architecture of iot systems. | iot (internet of things) systems are inherently distributed, heterogeneous, and complicated, hence designing architecture plays an important role in determining its functionality and quality in the early phase of development. however, designing architecture is not easy, because architects must address a number of system functionalities and quality requirements at the same time. | this course will give you an understanding of the concept of architecture and it will give you an approach to systematically design and evaluate iot system architecture. | *this course was reorganized based on smart systems and services innovative professional education (smartse) program, which is a series of the education program waseda university provides in japanese. for more information, please visit:https://smartse.jp/en/","iot, architecture, smartse, designing, architects, design, smart, requirements, education, development"
"Next-Gen Security: Mobile, IoT, and Cloud",https://www.edx.org/learn/computer-science/university-system-of-maryland-next-gen-security-mobile-iot-and-cloud?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=591,"Next-Gen Security: Mobile, IoT, and Cloud discusses security vulnerabilities and defenses for ubiquitous devices such as smartphones and Internet of Things (IoT) appliances. The course also introduces the Cloud, on which many of the services used by smartphones and IoT devices rely. Finally, the course introduces the concept of the Cloud and its vulnerabilities.","next-gen security: mobile, iot, and cloud discusses security vulnerabilities and defenses for ubiquitous devices such as smartphones and internet of things (iot) appliances. the course also introduces the cloud, on which many of the services used by smartphones and iot devices rely. finally, the course introduces the concept of the cloud and its vulnerabilities.","iot, cloud, vulnerabilities, security, smartphones, mobile, devices, ubiquitous, defenses, appliances"
Digital Asset 101 Certificate - Part 2,https://www.edx.org/learn/computer-science/dec-institute-digital-assets-101-certificate-part-2?index=product&queryId=2e60bc72580e00212e18cb53b45b1dc0&position=592,"The digital asset and crypto asset markets have become an emerging industry where well-funded start-ups are growing towards becoming global leaders, and traditional institutions are investing and expanding into related services. While regulation and the oversight of qualifications of professionals in this field is becoming increasingly important, the industry lacks professionals with well-founded knowledge and experience in both worlds. The Digital Asset 101 Certificate – Part 2 addresses this gap with a holistic, 12h certification program developed in collaboration with leading academic and industry players. See full 24h professional certification program on this page: Digital Asset 101 Professional Certificate. | The Digital Asset 101 Certificate - Part 2 has been designed for professionals with backgrounds in finance, banking, asset management and trading.","the digital asset and crypto asset markets have become an emerging industry where well-funded start-ups are growing towards becoming global leaders, and traditional institutions are investing and expanding into related services. while regulation and the oversight of qualifications of professionals in this field is becoming increasingly important, the industry lacks professionals with well-founded knowledge and experience in both worlds. the digital asset 101 certificate – part 2 addresses this gap with a holistic, 12h certification program developed in collaboration with leading academic and industry players. see full 24h professional certification program on this page: digital asset 101 professional certificate. | the digital asset 101 certificate - part 2 has been designed for professionals with backgrounds in finance, banking, asset management and trading.","certification, certificate, digital, asset, crypto, finance, 101, qualifications, investing, banking"
