Unnamed: 0,Course Name,Course URL,About This Course,keywords
269,Introduction to User Experience,https://www.edx.org/learn/user-experience-ux/hec-montreal-introduction-to-user-experience?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=270,"the user experience is defined as the result of the internal states (eg expectations, predispositions) of a user, the characteristics of a system (eg complexity, usability) and the context of use of the interaction between the user and the system (eg in organization, in private). | organizations value innovative and well-designed user experiences for their customers and employees, whether they are using their websites, mobile applications, self-service kiosks in store, or various internal interfaces. the practice of ux design uses the user-centered approach and covers 3 main activities: ux research (getting to know the users and their contexts), activities surrounding ideation (such as ""design thinking"" and participatory design) and prototyping. this course teaches methods, techniques and digital tools specific to ux in today's business context. | a ux professional is able to intervene in the design process of a digital product or service in order to ensure a user-centered approach. this allows the organization to respond to the expectations of its users. a ux professional mobilizes a range of interview and observation methodologies until the development of a prototyped interface. | uxpa defines user experience professionals as specialists involved in research, design and evaluation of products and services. conceptually, this notion of user experience emerges from the human-centered design approach in the field of human machine interaction and human factors in industrial engineering. | research corresponds to the activity of learning about user interfaces and the context in which they will be used. | evaluation corresponds to user observation when using these interfaces, as much before, during and after the design and development of the product. | design corresponds to the standards and principles of design of digital products or services offering optimal user experiences. | overall objective of the mooc: | discuss what the user experience is in the context of business practice","usability, design, prototyping, experience, methodologies, experiences, ux, applications, ideation, professionals"
270,Introduction to AWS Cloud Careers,https://www.edx.org/learn/computer-programming/amazon-web-services-introduction-to-aws-cloud-careers?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=271,"this course introduces technical roles in the aws cloud and explains why the public cloud computing model is the new normal. the instructors teach some of the terminologies that are needed to start a cloud learning journey, covering topics such as the difference between iaas, paas and saas, cloud computing models (public, private and hybrid cloud), what are apis (and why they are important), elasticity, horizontal and vertical scaling. then, we define the difference between relationship, availability, and milestone-oriented roles, and interview amazon employees who provide their point of view of how is the day in a life of a solutions architect, data scientist, software developer engineer, systems administrator, security engineer, and customer support engineer.","cloud, aws, roles, availability, saas, iaas, apis, developer, interview, milestone"
271,Data Analytics and Databases on AWS,https://www.edx.org/learn/data-analysis-statistics/amazon-web-services-data-analytics-and-databases-on-aws?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=272,"this course starts by introducing fundamental concepts in data analysis. you begin with how to assess use cases for data analysis in the cloud. after exploring some of the main data types and structures, you’ll complete the module by contrasting two data-processing approaches for analytics: extract, transform, and load (etl) and extract, load, and transform (elt). | you’ll then transition to start learning about the etl pipeline, review aws services for data analysis, and reinforce your learning through practical labs. these services include amazon api gateway, amazon relational database service (amazon rds), amazon dynamodb, and amazon quicksight. you review these services in the aws management console, and evaluate how you can use each service in the etl process. then, you gain practical experience by working with some of these service in a preconfigured environment.","dynamodb, analytics, aws, etl, cloud, data, analysis, database, api, pipeline"
272,Machine Learning Use Cases in Finance,https://www.edx.org/learn/machine-learning/universite-de-montreal-machine-learning-use-cases-in-finance?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=273,"the success of machine learning, and in particular deep learning in image recognition and natural language processing applications, has created high expectations and their use has rapidly spread to many different areas. the financial sector is no exception and the last six years have seen an increase in these types of models in financial, banking and insurance contexts. data science and advanced analytics teams in the financial and insurance community are implementing these models regularly and have found a place for them in their toolbox. | in this course, we will first present a review of some of the applications of machine learning and deep learning. we will then illustrate their use in financial applications through concrete examples that we have seen have sparked interest in the industry. our examples will illustrate how we can add value through ad hoc construction of architectures rather than a simple exercise of replacing classical models with more complex ones, such as multi-layer networks. | we will see | this course was developed by ivado and fin-ml as part of a workshop that takes place yearly in montréal, since 2018. you will be accompanied throughout and given concrete examples by six international experts from both academia and industry. | the course is primarily intended for industry professionals and academics with intermediate knowledge of mathematics and programming (ideally python). graduate students in data science and quantitative finance (mainly those who are not yet familiar with machine learning and deep learning) may find this content instructive and compelling. the content of this course will also be of great use to whomever uses or is interested in ai, in any other way. previous experience in the financial industry is not necessary to follow this course. | this course is brought to you by ivado, fin-ml and université de montréal. | ivadois a québec-wide collaborative institute in the field of digital intelligence. | fin-mlis a nationwide network of researchers working at the intersection of data science, quantitative finance, and business analytics. | université de montréalis one of the world’s leading research universities.","finance, banking, financial, learning, recognition, networks, ai, models, fin, deep"
273,Scripting with Python and SQL for Data Engineering,https://www.edx.org/learn/data-engineering/pragmatic-ai-labs-scripting-with-python-and-sql-for-data-engineering?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=274,"in this course, part of the python, bash and sql essentials for data engineering specialization, you will gain the skills to work effectively with data using python and sql. you will learn to: | whether you are a data engineer, analyst, or aspiring data professional, this course will equip you with the essential skills to efficiently handle data and drive meaningful insights in today's data-driven world.","sql, python, aspiring, data, skills, engineering, bash, specialization, engineer, learn"
274,Introduction to Kubernetes on Edge with K3s,https://www.edx.org/learn/kubernetes/the-linux-foundation-introduction-to-kubernetes-on-edge-with-k3s?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=275,"there is a growing interest in running software at the edge. this course takes a deep dive into the use cases and applications of kubernetes at the edge using examples, labs, and a technical overview of the k3s project and the cloud native edge ecosystem. | this course is designed for those interested learning more about kubernetes, as well as in deploying applications or embedded sensors in edge locations. while learners do not need a kubernetes certification for this course, experience with a linux operating system and shell scripting will be beneficial. programming experience is also not strictly required. learners will need to be able to run docker on their computer. | in this course, you will learn the use cases for running compute in edge locations and about various supporting projects and foundations such as lf edge and cncf. the course covers how to deploy applications to the edge with open source tools such as k3s and k3sup, and how those tools can be applied to low-power hardware such as the raspberry pi. you will learn the challenges associated with edge compute, such as partial availability and the need for remote access. through practical examples, students will gain experience of deploying applications to kubernetes and get hands-on with object storage, mqtt and openfaas. it also introduces the fleet management and gitops models of deployment, and helps you understand messaging, and how to interface with sensors and real hardware. | this course will enable developers to learn about the growing impact the cloud native movement is having on modernizing edge deployments. they will also learn the challenges of deploying kubernetes on the edge through a concrete example via the k3s project.","kubernetes, cloud, edge, applications, docker, deployments, k3s, certification, deployment, deploying"
275,Continuous Integration and Delivery (CI/CD),https://www.edx.org/learn/continuous-integration/ibm-continuous-integration-and-delivery-ci-cd?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=276,"continuous integration and continuous delivery (ci/cd) is a key skill that every modern day software and devops engineer should know. this course provides a practical introduction to ci/cd, an automated approach to software development. **** | many organizations are adopting ci/cd practices to ship software faster and more efficiently. ci/cd focuses on frequent and reliable software delivery processes using automation to ensure code quality. this practice requires automation that continuously integrates code changes and continuously delivers those changes to a production environment. **** | in this course, you’ll examine the key features of ci and practice social coding using the git feature branch workflow. you will also learn about standard ci tools and gain a deep understanding of github actions workflows and their components. you’ll also review cd and its goals, benefits, and best practices. and you will learn the requirements of a ci/cd pipeline and discover standard cd tools. **** | you will explore tekton and discover how its components work together to create a cd pipeline. you will learn how to build a pipeline, pass parameters to a pipeline, build triggers to start pipeline runs, implement reusable tasks, and create custom tasks. for your final project, you will complete your cd pipeline by building a container image and deploying your application to an openshift kubernetes cluster. | throughout this course, you’ll demonstrate your ci/cd skills by completing several hands-on labs with real-world tools used by devops professionals.","git, github, devops, ci, deploying, workflows, development, automation, workflow, practices"
276,Using GenAI to Automate Software Development Tasks,https://www.edx.org/learn/artificial-intelligence/pragmatic-ai-labs-using-genai-to-automate-software-development-tasks?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=277,"in this cutting-edge course, you will: | whether you're a seasoned developer or just starting your journey, this course will equip you with the skills and knowledge to harness the power of ai and revolutionize the way you build software. get ready to stay ahead in the rapidly evolving world of ai-driven development.","ai, development, developer, build, evolving, software, skills, ahead, driven, course"
277,Introduction to Information Technology and AWS Cloud,https://www.edx.org/learn/computer-science/amazon-web-services-introduction-to-information-technology-and-aws-cloud?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=278,"technology is omnipresent, but how did we get here? and what does the future hold for a world that's increasingly connected, mobile and data-rich? this course is to give learners enough technical context to understand how to build solutions in the cloud starting from zero technical knowledge. before diving into the cloud, we will cover the basics of: how do computers work (including software and operating systems), an introduction to information technology, the basics of modern it infrastructure, and the cloud careers that will be increasingly in-demand. we will then move into the world of internet connected networks (the internet), covering local hosts, web servers, web applications, web security, the interworkings of a website and the differences between static and dynamic content. we'll close the course by introducing cloud computing; it's role in our world, the differences between public, private and hybrid and why apis are so important.","cloud, internet, technology, web, computers, infrastructure, computing, servers, basics, learners"
278,UX Research,https://www.edx.org/learn/user-experience-ux/hec-montreal-ux-research?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=279,"you’re curious about user experience (ux) but don’t know where to begin? this is the course for you! ux research is what turned design into ux design and evaluation into ux evaluation. in short, what makes ux, ux! | in this mooc, you will learn to collect user information throughout the digital product’s development. from interviews, observation and cultural probes, to running surveys and reading web analytics, you will learn the most current ux data collection methods. | seeing the product through the eyes of your users operates a paradigm shift with lasting impact. a good ux has been recognized to be profitable for organizations, consequently, ux research expertise is a highly sought-after skill in business organizations. | no previous knowledge needed. join us as you start your ux journey, through the ux design and evaluation micromasters, or as an individual course.","ux, experience, research, expertise, design, evaluation, analytics, web, begin, interviews"
279,Transformando la educación con IA: ChatGPT,https://www.edx.org/learn/chatgpt/universidad-galileo-transformando-la-educacion-con-ia-chat-gpt?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=280,"en un mundo cada vez más digitalizado y en constante evolución tecnológica, es importante estar al tanto de las herramientas y recursos que están transformando la educación, y sin duda chat gpt es una de ellas; revolucionando la forma en que los estudiantes acceden y procesan información, y la forma en que los docentes diseñan y entregan contenidos educativos personalizados. | chatgpt es un modelo de lenguaje de inteligencia artificial desarrollado por openai. funciona mediante el uso de técnicas de procesamiento del lenguaje natural y es entrenado con grandes cantidades de texto para generar respuestas a preguntas o sugerencias dadas por los usuarios. | el potencial de esta tecnología en la educación es evidente. chatgpt puede apoyar a los docentes en muchas tareas como la generación de contenidos, o en el desarrollo de sus planteamientos didácticos. sin embargo, como siempre sucede cuando aparecen tecnologías relacionadas con el conocimiento y el saber hacer, rápidamente surgen preocupaciones sobre su uso en el aula. por un lado, los optimistas elogian la herramienta porque apoya la enseñanza. por otro lado, los escépticos ven una clara dificultad con respecto a la posibilidad de que los estudiantes completen fácilmente una tarea con el uso de chatgpt. preocupaciones y preguntas que surgen cada vez que aparecen nuevas tecnologías en el ámbito educativo, pero, como de costumbre, estas preocupaciones deben considerarse dentro de un marco más general de reflexión como la relación (pasado, presente y futuro) entre las tecnologías y la educación. | en este curso descubrirás cómo interactuar con chatgpt de manera efectiva y creativa para obtener respuestas sorprendentes y relevantes en el ámbito educativo. aprenderás, a través de ejemplos prácticos, todo lo que necesitas saber sobre chatgpt y cómo utilizarlo para diseñar planes de estudio, planificar los aprendizajes, crear materiales didácticos, diseñar actividades de aprendizaje y evaluaciones. | al finalizar el curso los participantes tendrán una comprensión sólida de cómo utilizar chatgpt para potenciar los procesos de enseñanza y aprendizaje y la oportunidad de experimentar con chatgpt para comenzar a desarrollar sus propias ideas de cómo implementarlo en su práctica docente.","información, educación, educativos, educativo, digitalizado, personalizados, posibilidad, docente, evaluaciones, generación"
280,Programación en Python: visualización de datos,https://www.edx.org/learn/python/universitat-politecnica-de-valencia-programacion-en-python-visualizacion-de-datos?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=281,"en este curso se van a impartir los conocimientos necesarios para comenzar a trabajar con visualización de datos en el lenguaje de programación python. en primer lugar, se explicará las características principales de la librería pandas, fundamental para poder trabajar con datos tabulados. a continuación, se introducirá al alumno en la visualización de gráficas básicas conociendo todos los componentes que permiten formatear las gráficas mediante la librería matplotlib. además, se explicará cómo utilizar la librería seaborn que permite crear gráficos estadísticos fácilmente. en todos los módulos que componen el curso se utilizarán fuentes de datos reales para su visualización","visualización, python, matplotlib, curso, programación, pandas, conociendo, tabulados, conocimientos, datos"
281,Teach teens computing: Object-oriented Programming in Python,https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-object-oriented-programming-in-python-create-your-own-adventure-game?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=282,"object-oriented programming is a programming paradigm based on objects and data rather than actions and logic. | this online course will introduce you to the principles of object-oriented programming in python, showing you how to create objects, functions, methods, and classes. | you'll use what you learn to create your own text-based adventure game. you will have the chance to share your code with other learners, and see theirs. | if you're an educator, you'll also be able to develop ideas for using object-oriented programming in your classroom.","programming, python, classes, object, objects, code, paradigm, adventure, classroom, oriented"
282,Big Data Computing with Spark,https://www.edx.org/learn/big-data/the-hong-kong-university-of-science-and-technology-big-data-computing-with-spark?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=283,"big data systems such as hadoop and spark emerge as enabling technologies in managing massive amounts of data across hundreds or even thousands of computing nodes. meanwhile, cloud computing platforms have made these technologies easily accessible to individuals as well as large enterprises. this course is an online adaptation of the signature course msbd 5003 big data computing offered to our popular msc program in big data technology. in addition to 20+ hours of lecture videos, the course contains 100+ multiple-choice questions and 20 coding questions, aimed at equipping learners with both the theory and practical skills of big data systems, using spark as the exemplary platform.","hadoop, cloud, spark, msbd, computing, platform, msc, learners, platforms, coding"
283,DevOps and Software Engineering Capstone Project,https://www.edx.org/learn/devops/ibm-devops-and-software-engineering-capstone-project?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=284,"in this capstone course, you will apply your skills and knowledge acquired in previous courses and demonstrate your proficiency in devops practices. you’ll plan, develop, test, deploy, monitor, and enhance a secure microservices-based application on cloud across several sprints, using a variety of agile, cloud native, and ci/cd technologies and tools. **** | you will utilize, agile development practices to plan for and progress your project. you will use rest apis and python to develop an application. you will create docker images and orchestrate their deployment using kubernetes and openshift. you will work with github repositories, test your application using tdd/bdd practices, and build continuous integration and deployment (ci/cd) pipelines. | upon completing your capstone project, you’ll have applied your knowledge and skills with numerous tools and technologies and added a project to showcase in your portfolio that demonstrates your skills as a devops professional. it is highly recommended that before starting this course, you have completed the various courses in the ibm devops and software engineering professional certificate or have equivalent experience.","devops, courses, deployment, development, develop, agile, microservices, deploy, capstone, engineering"
284,IA para todos: domina los conceptos básicos,https://www.edx.org/learn/computer-science/ibm-and-universitat-politecnica-de-valencia-ia-para-todos-domine-los-conceptos-basicos?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=285,"en este mooc, aprenderás qué es la ia y comprenderás sus aplicaciones y casos de uso y cómo está transformando nuestras vidas. explorarás los conceptos básicos de la ia, como el aprendizaje automático, el aprendizaje profundo y las redes neuronales, así como los casos de uso y las aplicaciones de la ia. estarás expuesto a las preocupaciones que rodean a la ia, incluida la ética, los prejuicios, los empleos y los impactos en la sociedad. | echarás un vistazo al futuro con la ia, obtendrás consejos para comenzar una carrera relacionada con la ia y finalizarás el curso demostrando la ia en acción con un mini proyecto. | este curso de ia para todos no requiere conocimientos de programación ni de informática y está diseñado para presentar los fundamentos de la ia a cualquier persona, tenga o no formación técnica. | traducción realizada con la versión gratuita del traductor deepl.com","aplicaciones, programación, preocupaciones, formación, aprendizaje, conceptos, cómo, como, proyecto, es"
285,Mejora tu Negocio con Inteligencia Artificial,https://www.edx.org/learn/artificial-intelligence/universidades-anahuac-mejora-tu-negocio-con-inteligencia-artificial?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=286,"la ai o inteligencia artificial, el internet de las cosas, el big data, los asistentes virtuales y las tecnologías digitales han cambiado las reglas del juego en el mundo de los negocios.el acceso a internet mediante dispositivos móviles y portátiles transformaron la manera como las personas interactúan con el mundo. estas interacciones han permitido la generación y recolección de datos que los usuarios que utilizan diariamente aplicaciones, redes sociales y teléfonos móviles. esto brinda información muy valiosa tanto a organizaciones, como a empresas. en consecuencia, las organizaciones deben enfrentar nuevos retos que implican el resguardo de datos personales de sus clientes potenciales y activos mediante las mejores prácticas que diferentes reguladores mundiales emiten. | por todo lo anterior y, ante el crecimiento de la cantidad de datos, la inteligencia artificial es vital para entender y aprovechar todo este conocimiento. no solo eso, el desarrollo de las tecnologías digitales ha crecido a tal grado que implementaciones como el reconocimiento de imágenes, el lenguaje natural o chatbots, el desarrollo de aplicaciones para el uso de asistentes personales como siri o alexa y el aprendizaje automático para desarrollar aplicaciones de ia pueden ser aplicados a soluciones de negocios sin la necesidad de contar con amplios recursos materiales para llevarlos a cabo. | por otro lado, el mundo de los negocios ha comenzado a ser dominado por las grandes empresas que implementan metodologías ágiles y aplican soluciones de inteligencia artificial y machine learning en sus procesos. esto potencializa la calidad de sus procesos, mejora el entendimiento de las necesidades de los clientes, brinda una mejor toma de decisiones basada en datos y ayuda a dirigir los esfuerzos de las organizaciones al mejoramiento de la experiencia de usuario. empresas como ibm, amazon, microsoft o google son punta de lanza en el sector empresarial debido al dominio de estas metodologías que permiten reducir el riesgo que implica apostarle a la innovación. | según un reporte de forrester del 2020 titulado “reinventing workflows”, las organizaciones han identificado un impacto directo en la optimización de sus procesos gracias a la inteligencia artificial en las áreas de mejoramiento de experiencia de usuario con un 66% de efectividad; optimizaron la agilidad de su organización en un 62%; incrementaron sus utilidades en un 59%; incrementaron su productividad en un 58%; y redujeron costos en un 50%. | por lo anterior, es vital que las empresas adopten estrategias que impliquen una transformación digital gradual para que puedan abrirse a las nuevas oportunidades que brinda la inteligencia artificial si desean mantenerse vigentes en el mercado y ser competitivas. | en este mooc abordarás las herramientas que permiten aprovechar las ventajas de la tecnología mediante casos prácticos y amigables para aplicar en tu negocio. te proporcionaremos todos los consejos importantes que llevarán a tu empresa al éxito utilizando la ia. así mismo, te brindaremos los conocimientos técnicos con un enfoque amigable que te permitan entender cómo funcionan los sistemas de inteligencia artificial actuales para recolectar y realizar análisis de datos en tiempo real. | abordaremos distintos ejemplos prácticos de aplicación de inteligencia artificial en diferentes áreas de negocio y con diferentes tecnologías y te proporcionaremos herramientas amigables para la solución de casos aplicados a los negocios. | nuestro interés no es que tu negocio se convierta en un proveedor de tecnología, sino que ocupes la tecnología para potencializar tu negocio.","información, interacciones, organización, organizaciones, proporcionaremos, teléfonos, aplicaciones, innovación, calidad, consecuencia"
286,Mastering Generative AI: Language Models with Transformers,https://www.edx.org/learn/computer-science/ibm-mastering-generative-ai-language-models-with-transformers?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=287,"the demand for transformer-based language models is skyrocketing. ai engineers skilled in using transformer-based models for nlp are essential for developing successful gen ai applications. this course builds the job-ready skills employers need. | during the course, you’ll explore the concepts of transformer-based models for natural language processing (nlp). you’ll look at how to apply transformer-based models for text classification, focusing on the encoder component. plus, you’ll learn about positional encoding, word embedding, and attention mechanisms in language transformers, and their role in capturing contextual information and dependencies. | you’ll learn about multi-head attention and decoder-based language modeling with generative pre-trained transformers (gpt) for language translation. you’ll consider how to train models and implement models using pytorch. you’ll explore encoder-based models with bidirectional encoder representations from transformers (bert) and train them using masked language modeling (mlm) and next sentence prediction (nsp). plus, you’ll learn to apply transformers for translation using transformer architecture and implement it using pytorch. | throughout, you’ll apply your new skills practically in hands-on activities and you’ll complete a final project tackling a real-world scenario. | if you’re looking to build job-ready skills for gen ai applications employers are looking for, enroll today and enhance your resume in just 2 weeks! | prerequisites: to enroll for this course, you need a working knowledge of python, pytorch, and machine learning.","transformer, transformers, decoder, encoder, language, learning, nlp, ai, generative, representations"
287,AI Ethics for Professionals,https://www.edx.org/learn/computer-science/davidson-college-the-ethics-of-ai?index=product&queryId=e9158713a9bc58bea3d225d0ce1f60a6&position=288,"in a world where artificial intelligence is rapidly transforming every aspect of our lives, understanding the ethical implications of ai has never been more crucial. this comprehensive ai ethics course equips you with the knowledge and skills to navigate the complex landscape of ai development and deployment responsibly. | over four engaging units, you'll dive deep into the promises and perils of generative ai, explore key ethical challenges, and master practical frameworks for ethical ai governance. whether you're a developer, business leader, policymaker, or simply an ai enthusiast, this course will empower you to make informed decisions in the age of ai. | key learning objectives | understand the fundamental principles of ai ethics and their importance in ai development and deployment. | analyze the societal impact of ai technologies, including privacy, employment, and social interaction implications. | identify and critically evaluate key ethical challenges in ai, such as bias, transparency, accountability, and potential misuse. | examine legal and regulatory considerations surrounding ai, including current laws and the role of regulation. | develop and apply ethical frameworks for ai decision-making in various contexts. | evaluate and compare different ai governance approaches, from organizational policies to national and international regulations. | communicate effectively about ai ethics issues and proposed solutions to both technical and non-technical audiences. | promote responsible ai development and use within organizations and broader society. | why it matters: | as ai becomes increasingly integrated into our society, the ability to think critically about its ethical implications is not just valuable—it's essential. this course will give you the tools to: | lead ai strategy and governance efforts in your organization | make ethically informed decisions when developing or deploying ai systems | contribute meaningfully to the global conversation on responsible ai | by the end of this course, you'll have a robust understanding of ai ethics principles and practical skills to apply them in real-world scenarios. join us in shaping an ethical future for ai—enroll today!","ai, ethical, ethics, ethically, intelligence, regulations, accountability, regulation, policymaker, developer"
288,NoSQL Database Basics,https://www.edx.org/learn/nosql/ibm-nosql-database-basics?index=product&queryId=6e9235e1c4569f0479d6b598dc73a7ca&position=289,"this course will provide you with technical hands-on knowledge of nosql databases and database-as-a-service (daas) offerings. with the advent of big data and agile development methodologies, nosql databases have gained a lot of relevance in the database landscape. their main advantage is the ability to effectively handle scalability and flexibility issues raised by modern applications. | you will start by learning the history and the basics of nosql databases and discover their key characteristics and benefits. you will learn about the four categories of nosql databases and how they differ from each other. | you will explore the architecture and features of several different implementations of nosql databases, namely mongodb, cassandra, and ibm cloudant. | throughout the course you will get practical experience using these nosql databases to perform standard database management tasks, such as creating and replicating databases, loading and querying data, modifying database permissions, indexing and aggregating data, and sharding (or partitioning) data. | the course ends with a hands-on project to test your understanding of some of the basics of working with several nosql database offerings.","nosql, mongodb, databases, database, basics, cassandra, data, querying, daas, implementations"
289,Support kids' projects: Programming with Scratch,https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-introduction-to-programming-with-scratch?index=product&queryId=6e9235e1c4569f0479d6b598dc73a7ca&position=290,"scratch is a powerful, visual programming language that provides a great introduction to the world of programming. by snapping blocks together, you can create amazing animations and games. | over this four-week course, you'll learn how to navigate the scratch programming environment, create your own programs, and share your creations. | along the way, you'll learn about the key programming concepts of sequence (the order of commands in a program), repetition (one or more commands being run a number of times), selection (a set of commands being run if a condition is met), and variables (a named piece of data that stores information that can be accessed and changed by a computer program), and how you can best make use of them. | you'll also become part of the scratch community, and remix (where you use someone else’s work as the starting point for your own creation) other people's work.","programming, scratch, program, programs, animations, commands, create, creations, creation, computer"
290,AI for Workplace Productivity,https://www.edx.org/learn/computer-science/microsoft-learning-path-work-smarter-with-ai?index=product&queryId=6e9235e1c4569f0479d6b598dc73a7ca&position=291,"this microsoft training course is designed to empower professionals like you with a foundational understanding of artificial intelligence (ai) and its practical applications within a business context. it focuses on making ai accessible to everyone in an organization, not just technical experts.","microsoft, training, ai, applications, technical, intelligence, understanding, artificial, professionals, experts"
291,Introduction to Java Programming: Writing Good Code,https://www.edx.org/learn/java/universidad-carlos-iii-de-madrid-introduction-to-java-programming-writing-good-code?index=product&queryId=6e9235e1c4569f0479d6b598dc73a7ca&position=292,"this is an introductory course to learn programming with java designed to teach how to code good programs in java, understanding “good” as both correct and efficient. basic principles of software engineering will be introduced to make it easier for our future self and others to reuse code. ethical issues and the intellectual property of our programs will also be addressed in the last part of this course. examples and case studies will be provided, so that learners can implement simple but increasingly complex programs in java. | emphasis is put on immediate feedback and on having a fun experience. programming knowledge is not only useful to be able to program today’s devices such as computers and smartphones. it also opens the door to computational thinking, i.e. the application of computing techniques to every-day processes. | this course is designed taking into account the subset and recommendations of the college board in order to prepare learners for the advanced placement (ap) computer science a exam..","java, programming, program, programs, computing, code, software, basic, computational, introductory"
292,IA para docentes: Transforma tu enseñanza con ChatGPT,https://www.edx.org/learn/computer-science/universidades-anahuac-ia-para-docentes-transforma-tu-ensenanza-con-chatgpt?index=product&queryId=6e9235e1c4569f0479d6b598dc73a7ca&position=293,"la inteligencia artificial (ia) está cambiando rápidamente la forma en que vivimos y trabajamos. antes se podía pensar que era un mundo únicamente para personas relacionadas a ingeniería o ramas informáticas, hoy en día es parte vital de nuestro mundo y se puede decir que todos debemos tener ciertos conocimientos indispensables sobre el mundo digital. | en el caso de los docentes o instructores, al conocer más sobre la ia, pueden utilizar herramientas como chatgpt para mejorar y enriquecer la educación que brindan a sus estudiantes. | dicha herramienta, puede ser utilizada como un recurso de aprendizaje para responder preguntas de los estudiantes, generar materiales de enseñanza personalizados y mejorar la eficiencia en la evaluación y retroalimentación. | además, al conocer más sobre la ia, los docentes pueden enseñar a sus estudiantes habilidades valiosas para el futuro, como la capacidad de evaluar y utilizar tecnologías emergentes de manera crítica y responsable en el mundo digital. | conviértete en un docente innovador y moderno al incorporar la inteligencia artificial en tus clases con chatgpt, para crear actividades interactivas y personalizadas para tus estudiantes, mejorando su participación y retención del conocimiento. | mejora la participación y retención del conocimiento en el aula con este curso pensado para ti.","actividades, educación, evaluación, personalizados, docente, personalizadas, interactivas, habilidades, innovador, informáticas"
293,Large Language Models with Azure,https://www.edx.org/learn/computer-science/pragmatic-ai-labs-llmops-with-azure?index=product&queryId=6e9235e1c4569f0479d6b598dc73a7ca&position=294,"master large language model operations on azure | course highlights: | ideal for data professionals, ai enthusiasts & azure users looking to harness cutting-edge language ai capabilities. gain practical mlops skills through tailored modules & hands-on projects.","azure, ai, language, mlops, capabilities, master, model, skills, projects, operations"
294,Basics of Machine Learning,https://www.edx.org/learn/computer-programming/rwth-aachen-university-basics-of-machine-learning?index=product&queryId=6e9235e1c4569f0479d6b598dc73a7ca&position=295,"""basics of machine learning"" is designed to provide participants with a comprehensive understanding of the fundamental concepts and tools of machine learning. the course covers key topics such as probability density estimation, linear regression, classification techniques like linear discriminants, logistic regression, and support vector machines, as well as ensemble methods such as bagging and boosting. additionally, the course introduces the basics of deep neural networks, laying the groundwork for more advanced learning techniques. | throughout the course, students will gain a solid foundation in the fundamental approaches of machine learning. by working on practical exercises, participants will cement their understanding of the techniques covered and gain valuable hands-on experience. | by the end of the course, students will have the knowledge and skills required to confidently utilize machine learning tools and techniques in their own projects, providing a strong foundation for further study or professional development in this rapidly evolving field.","classification, learning, basics, logistic, boosting, ensemble, machines, machine, networks, projects"
295,Principles of Electric Circuits | 电路原理,https://www.edx.org/learn/circuits/tsinghua-university-principles-of-electric-circuits-dian-lu-yuan-li?index=product&queryId=6e9235e1c4569f0479d6b598dc73a7ca&position=296,"principles of electric circuits (20220214x) is one of the kernel courses in the broad eecs subjects. almost all the required courses in eecs are based on the concepts learned in this course, so it’s the gateway to a qualified eecs engineer. | the main content of this course contains linear and nonlinear resistive circuits, time domain analysis of the dynamic circuits, and the steady state analysis of the dynamic circuits with sinusoidal excitations. important concepts, e.g. filters, resonance, quiescent point, etc., cutting-edge elements, e.g. mosfets and op amps, etc., systematic analyzing tools, e.g. node method and phasor method, etc., and real-world engineering applications, e.g. square wave generator and pulse power supply for railgun, etc., will be discussed in depth. | in order to facilitate the learning for students with middle school level, we prepare the necessary knowledge for calculus and linear algebra in week 0. with your effort, we can show you the fantastic view of electricity. | the circuit principle course is the most important basic course for all electrical majors. subsequent basic courses and professional courses for all majors are based on the knowledge system of this course. therefore, it is one of the ""housekeeping courses"" for undergraduates in electrical majors. the main contents of the circuit principle course include: linear resistance circuit analysis, non-linear resistance circuit analysis, time domain analysis of dynamic circuits and steady-state analysis of dynamic circuits under sinusoidal excitation. the teaching of the circuit principles course at tsinghua university includes basic methods of circuit analysis, contemporary circuit components, practical engineering applications of circuit principles, etc., providing students with a solid foundation and rich applications. | in order to facilitate the learning of students with only middle school knowledge, the circuit principles mooc specifically uses week 0 to prepare the necessary foundations of calculus, linear algebra and college physics and electricity. we are confident that you can understand the wonders of the electrical world.","circuits, electrical, circuit, electricity, electric, courses, generator, amps, engineering, principles"
