Course Name,Course URL,Detailed Description
Analyzing Business Data in SQL,https://www.datacamp.com/courses/analyzing-business-data-in-sql,"Businesses track data on everything, from operations to marketing to HR. Leveraging this data enables businesses to better understand themselves and their customers, leading to higher profits and better performance. In this course, you’ll learn about the key metrics that businesses use to measure performance. You'll write SQL queries to calculate these metrics and produce report-ready results. Throughout the course, you'll study data from a fictional food delivery startup, modeled on data from real companies."
Dashboard Design Concepts,https://www.datacamp.com/courses/dashboard-design-concepts,"Learn the Fundamentals of Dashboard Design | Dashboard Design Concepts is a comprehensive course designed for data-driven individuals who want to learn how to turn data into insights and impact the decision-making process. | Learn to Design the Perfect Dashboard | You will become familiar with the fundamentals of dashboard design, including how to choose the right performance metrics, use data visualization to effectively communicate insights, and design dashboards that drive business success.   Whether you are new to dashboard design or looking to improve your existing skills, this course will provide you with the knowledge and skills you need to create impactful and effective dashboards. | Create Dashboards That Make an Impact | You’ll start this course by covering some of the foundations of dashboard design, including the structure and key measurements to consider when building dashboards.   As you progress, you’ll explore some of the principles of visual analytics, giving you the knowledge you need to improve your dashboards through data quality and metadata. After covering dashboard taxonomies, you’ll finish the course by learning about dashboard software and how to measure the performance of the dashboards you create."
Introduction to Data Engineering,https://www.datacamp.com/courses/introduction-to-data-engineering,"Get Started in Data Engineering | Are you curious about a career in data engineering but don’t know where to start? Or perhaps you want more information on what data engineers do before you take the next steps? This four-hour course is an introduction to data engineering and the core concepts, techniques, and tools you need to understand to do the job. | Learn Data Engineering Concepts and Techniques | You’ll start by learning the differences between a data engineer and a data scientist (and how they work together) before finding out more about the tools of the trade, specifically talking about cloud computing and parallel computing. By the end of the second chapter, you’ll understand the applications of SQL and NoSQL, using DataFrames, and why parallel computing is so important. | Perform ETL in Hands-on Exercises | The ETL process is core to a data engineer’s workflow. You will learn how data is extracted, transformed, and loaded to get it ready for analysis and generating insights. At the end of the course, you’ll put all this knowledge into practice by performing and scheduling an ETL process yourself using real-world data. | Our exercises and interactive tests allow you to review and cement your new knowledge, so you’re confident discussing and applying it once you’ve received your Statement of Accomplishment. | This introductory course is part of a data engineering Track, which offers you pathways to improve your understanding of data engineering and a clear set of next steps to becoming a professional data engineer."
Math for Finance Professionals,https://www.datacamp.com/courses/math-for-finance-professionals,"Foundation of Financial Mathematics | Begin your journey into the quantitative aspects of finance by exploring the fundamental principles of interest calculations, including the differences and applications of simple and compound interest. Understanding these concepts is crucial for mastering the techniques of compounding and discounting cash flows, which are vital for accurate financial analysis and decision-making. This section establishes a robust foundation for finance professionals to handle future financial challenges. | Practical Applications and Tools | The course then advances to applying these foundational concepts in real-world financial tasks. Learners will engage with practical examples to deepen their understanding of how to manage risk and assess investment opportunities effectively. This includes hands-on Excel exercises and analysis of real data through Reuters screenshots, enabling learners to apply mathematical principles to live financial data and scenarios. | Statistical Methods for Finance | In the concluding section of the course, focus shifts to the statistical methods essential for performance measurement and risk management in finance. Participants will explore various statistical tools and techniques, learning how to implement these methods in practical, finance-related applications. This part of the course reinforces learning through direct application, preparing participants to leverage statistical analysis in their day-to-day financial roles."
Applying SQL to Real-World Problems,https://www.datacamp.com/courses/applying-sql-to-real-world-problems,"Now that you’ve learned the basic tools of SQL you are ready to synthesize them into practical, real-world skills. In this course, you will work with a database of a fictional movie rental company. The size and complexity of this database will allow you to experience the challenges of working with databases firsthand. Throughout this course, you will use SQL to answer business-driven questions. You will learn new skills that will empower you to find the tables you need. You will then learn how to store and manage this data in tables and views that you create. Best of all you will also learn how to write code that not only clearly conveys your intent but is also legible."
Introduction to Kubernetes,https://www.datacamp.com/courses/introduction-to-kubernetes,"Kubernetes is a solution that orchestrates and maintains containerized applications effectively. Since its introduction in 2014 by Google, this open-source system has developed into the tool of choice for managing all kinds of distributed workloads. It is an essential part of today's DevOps world, helping to develop and deploy scalable applications and workflows of any kind. | In this course, you'll become a Kubernetes champ with hands-on experience using Kubernetes on the command line. You will master kubectl, the Kubernetes command line tool, and use it to interact with real Kubernetes clusters. You will learn the fundamentals of Kubernetes and understand how to deploy and orchestrate containers using Manifests and kubectl instructions. | After an introduction to Kubernetes and its relation to modern software architecture and cloud-nativeness, you will learn your first Kubernetes objects and how to apply them like a pro. | As you progress, you'll learn about more advanced concepts like stateful applications, storage, and networking. To wrap up, you will use these concepts in an exemplary MLOps workflow."
Databricks Concepts,https://www.datacamp.com/courses/databricks-concepts,"Learn the power of the Lakehouse In today's data-filled world, we need tools that allow us to be as data-driven as possible. This course guides you from start to finish on how the Databricks Lakehouse Platform provides a single, scalable, and performant platform for your data processes. Working through a real-world dataset will teach you how to accomplish various tasks within the Databricks platform. You'll start the course by learning how to administer the Databricks platform and ensuring your environment is set up securely. | Practice scalable data engineering After setting up your workspace, you will learn how to create powerful data pipelines using Databricks. You will apply different transformations to the dataset, moving it from Bronze to Silver and then Gold in a Medallion architecture. You will learn how Databricks clusters provide readily available compute power and scalability. You will set up an end-to-end Databricks Workflow to automate your entire data pipeline. | Use the Lakehouse as your data warehouse A key part of the Lakehouse architecture is that you can query your data storage like a traditional data warehouse. In this section, you will learn how Databricks SQL gives you the data warehousing performance you want on top of your data lake. You will learn how to create queries using standard ANSI SQL, and use those results to create ad-hoc dashboards against your entire dataset. | Implement governed data science and machine learning Finally, you will learn how Databricks provides a complete set of tools for data science and machine learning use cases. You will learn to track and evaluate your models using the fully integrated MLFlow framework for MLOps. You will learn how the Feature Store and Model Registry simplify the process of creating production-quality machine-learning models. Finally, you will learn how to deploy and monitor your models using built-in model serving capabilities."
Foundations of PySpark,https://www.datacamp.com/courses/foundations-of-pyspark,"In this course, you'll learn how to use Spark from Python! Spark is a tool for doing parallel computation with large datasets and it integrates well with Python. PySpark is the Python package that makes the magic happen. You'll use this package to work with data about flights from Portland and Seattle. You'll learn to wrangle this data and build a whole machine learning pipeline to predict whether or not flights will be delayed. Get ready to put some Spark in your Python code and dive into the world of high-performance machine learning!"
Power Pivot in Excel,https://www.datacamp.com/courses/power-pivot-in-excel,"Starting with Power Pivot in Excel | Getting started on this insightful journey through Excel Power Pivot, transforming your data analysis skills. Begin by learning how to enable the Power Pivot add-in and import data from various sources. You will be guided through the initial steps of preparing your data for analysis, setting the stage for more advanced techniques. | Exploring Data Modeling Concepts | Dive into the fundamental aspects of Power Pivot with data modeling. Learn to create relationships and hierarchies within your data, enabling a more structured and interconnected data model. | Unveiling the Power of DAX in Excel | Unlock the potential of Data Analysis Expressions (DAX). Master the basics of DAX calculations, creating measures and calculated columns to perform advanced data manipulations, allowing you to level up your analytical capabilities. | Crafting Interactive Reports | Utilize Power Pivot's strengths to help introduce interactivity and storytelling in your reports. Learn to add slicers and organize your visuals to create compelling data narratives. You will be able to create informative and engaging reports even within Excel. | This course promises a hands-on approach to mastering Power Pivot in Excel, empowering you to become a proficient data analyst capable of easily extracting actionable insights."
Supervised Learning in R: Classification,https://www.datacamp.com/courses/supervised-learning-in-r-classification,"This beginner-level introduction to machine learning covers four of the most common classification algorithms. You will come away with a basic understanding of how each algorithm approaches a learning task, as well as learn the R functions needed to apply these tools to your own work."
Intermediate Data Visualization with ggplot2,https://www.datacamp.com/courses/intermediate-data-visualization-with-ggplot2,"This ggplot2 course builds on your knowledge from the introductory course to produce meaningful explanatory plots. Statistics will be calculated on the fly and you’ll see how Coordinates and Facets aid in communication. You’ll also explore details of data visualization best practices with ggplot2 to help make sure you have a sound understanding of what works and why. By the end of the course, you’ll have all the tools needed to make a custom plotting function to explore a large data set, combining statistics and excellent visuals."
Introduction to Microsoft Fabric,https://www.datacamp.com/courses/introduction-to-microsoft-fabric,"Welcome to Microsoft Fabric | Take your first steps with Microsoft Fabric, an all-in-one platform unifying data engineering, data science, and business intelligence. This course offers hands-on experience with Fabric’s key features, helping you manage data across teams, automate pipelines, and create insightful dashboards. | Explore Fabric’s Seven Experiences | Understand the core functions of Fabric’s seven experiences: Data Factory, Data Engineering, Data Warehouse, Data Science, Real-Time Intelligence, Power BI, and Data Activator. | Master Data Ingestion & Transformation | Learn to use Data Pipelines, Dataflow Gen 2, and Shortcuts to ingest, clean, and transform data in Fabric. | Choose the Right Storage Solution | Discover the differences between Lakehouses and Warehouses, and when to use each for your data storage needs. | Business Intelligence with Power BI | Create interactive dashboards and reports using data from your Fabric Lakehouses and Warehouses, fully integrated with Power BI. | Certification Preparation | This course is your first step toward earning Microsoft’s Fabric Analytics Engineer Associate certification (DP-600), covering key exam topics and skills."
Experimental Design in Python,https://www.datacamp.com/courses/experimental-design-in-python,"Implement Experimental Design Setups | Learn how to implement the most appropriate experimental design setup for your use case. Learn about how randomized block designs and factorial designs can be implemented to measure treatment effects and draw valid and precise conclusions. | Conduct Statistical Analyses on Experimental Data | Deep-dive into performing statistical analyses on experimental data, including selecting and conducting statistical tests, including t-tests, ANOVA tests, and chi-square tests of association. Conduct post-hoc analysis following ANOVA tests to discover precisely which pairwise comparisons are significantly different. | Conduct Power Analysis | Learn to measure the effect size to determine the amount by which groups differ, beyond being significantly different. Conduct a power analysis using an assumed effect size to determine the minimum sample size required to obtain a required statistical power. Use Cohen's d formulation to measure the effect size for some sample data, and test whether the effect size assumptions used in the power analysis were accurate. | Address Complexities in Experimental Data | Extract insights from complex experimental data and learn best practices for communicating findings to different stakeholders. Address complexities such as interactions, heteroscedasticity, and confounding in experimental data to improve the validity of your conclusions. When data doesn't meet the assumptions of parametric tests, you'll learn to choose and implement an appropriate nonparametric test."
Data Analysis in Google Sheets,https://www.datacamp.com/courses/data-analysis-in-google-sheets,"Learn how to clear and analyze data in spreadsheets, discover how to use built-in functions to sort and filter data, and use the VLOOKUP function to combine data from different tables. The skills taught in the course can be applied to various industries, such as finance and marketing. | Perform Data Analysis in Spreadsheets | Spreadsheets are the world's most popular data analytics tool. Companies and institutions worldwide use it to transform mountains of raw data into clear insights. Strong spreadsheet skills can open new career paths, make you more employable in various industries, and save hours in your daily tasks. | Clean and Analyze Real-World Data | The course begins by exploring how spreadsheets handle data. You’ll learn to summarize your data using statistics and manipulate it using handy built-in functions to sort, filter, and even extract unique values. | You'll explore the data behind the moons of the Solar System, clean and prepare data on the highest-grossing films, and analyze employee expenses, manufacturing costs, and educational programs to see how your new skills can be applied across industries. | Learn How to Use VLOOKUP | Later chapters in this course will teach you how to analyze your data, including using conditional functions, creating logical expressions, and performing conditional aggregation. You’ll also learn to use ‘the most important function in spreadsheets,’ VLOOKUP, to combine data from different tables before testing your understanding in hands-on exercises. | These spreadsheets skills, functions, and time-saving shortcuts can be applied to any industry, whether you’re looking to move to a career in data analysis, or looking to improve your skills in marketing, finance, HR, logistics, and more."
Introduction to FastAPI,https://www.datacamp.com/courses/introduction-to-fastapi,"Introduction to FastAPI and Its Applications | APIs are commonly used to manage data on the web, and FastAPI is a popular new web framework for building APIs with Python. Data and Machine Learning Engineers leverage FastAPI to build applications that serve as context-aware data transactions and pipelines on the web. | Building Production-Grade Web Applications with FastAPI | In this course, you will learn how to build production-grade web applications leveraging your Python skills with the FastAPI framework. By the end, you’ll understand core use cases for FastAPI in relation to other Python web frameworks. You’ll learn to build APIs using all four types of HTTP operations and define request and response schemas. In addition, you’ll validate API requests, respond with appropriate HTTP status codes and messages, and execute code asynchronously to improve application performance. A hands-on project will guide you through building a classical CRUD (Create, Read, Update, Delete) API, testing workflows using Python's requests module. | Course Goals and Target Audience | This course is designed for experienced Python programmers who want to build web applications that manage data using FastAPI. Upon completing this course, you will have the foundation necessary to create FastAPI projects suited for high-throughput data management and ML model-serving pipelines."
Streamlined Data Ingestion with pandas,https://www.datacamp.com/courses/streamlined-data-ingestion-with-pandas,"Before you can analyze data, you first have to acquire it. This course teaches you how to build pipelines to import data kept in common storage formats. You’ll use pandas, a major Python library for analytics, to get data from a variety of sources, from spreadsheets of survey responses, to a database of public service requests, to an API for a popular review site. Along the way, you’ll learn how to fine-tune imports to get only what you need and to address issues like incorrect data types. Finally, you’ll assemble a custom dataset from a mix of sources."
Large Language Models for Business,https://www.datacamp.com/courses/large-language-models-for-business,"Learn about Large Language Models (LLMs) | Large Language Models (LLMs) aren’t magic. In this course, you’ll build confidence in the common techniques and terminology in the new AI-powered era and understand how LLMs can enhance your workflow. | Business Impact of Large Language Models | Referencing the successes of top organizations, discover how you can utilize LLMs today to prepare for tomorrow’s business world. Grasp their foundational elements to equip you with key insights into LLMs’ impact on modern business, so you know when to apply them yourself. | Challenges and considerations | You’ll tackle key ethical and environmental facets linked to LLMs in the business context, including data privacy and sustainability considerations. | By the time you complete the course, you’ll have a targeted understanding of LLMs’ impact, potential, and challenges in business—vital for any professional looking to stay ahead of the AI curve."
Connecting Data in Tableau,https://www.datacamp.com/courses/connecting-data-in-tableau,"Great Analysis begins with Great Data | But how do you connect Tableau to your databases and other file types, so that you can build a view and analyze your data? In this course, you'll learn how to use connectors in Tableau to create a live connection to CSV and Excel files. | Combine Multiple Data Sources | Through hands-on exercises, you’ll also learn how to combine multiple data tables with joins, unions, and relationships. | Finally, you'll learn to manage different data properties, like renaming data fields, assigning aliases, changing data types, and changing default properties for a data field."
Artificial Intelligence (AI) Strategy,https://www.datacamp.com/courses/artificial-intelligence-ai-strategy,"Discover the Cornerstones of AI Strategy | You must have heard of various strategies such as business, data, and AI and would be wondering how they are connected. Is there a suggested order that shows which one comes first? Join this course to understand how these intertwined strategies combine to create a robust strategic framework for organizations operating in today's data-driven world. You will also explore the role of an AI strategist in driving successful AI transformation that is well-aligned with strategic business goals. | Explore What Makes a Good AI Goal | As you formulate an effective AI strategy, you will start by understanding the difference between AI and traditional software. Such distinction helps build a lens to identify whether AI is even a right fit. You will also learn to set realistic business goals and define the appropriate metrics to define the project's success. As you progress, you will gain insights into assessing whether the projects justify the return on the investments that go into building such sophisticated technology. | Getting the Key Strategic Components in Place | You will learn about the different components of a successful AI strategy in detail, starting with fostering an AI culture. Such culture finds its roots in promoting innovation, high-performing teams, and the correct data. As you work through this conceptual course, you will find that while innovation is essential, building a robust risk assessment framework is crucial to get it right. | Time to Unlock the Potential by Scaling AI | As you reach the end of this course, you will have all the necessary ingredients to get started. However, it is advised to start small and explore the idea's viability through a proof of concept before making hefty investments for full-scale implementation. You will also review what it takes to build scalable AI systems and the significance of MLOps in scaling them efficiently. Ultimately, the chapter underscores the influence of executive sponsors and AI champions in fostering AI adoption."
Developing AI Systems with the OpenAI API,https://www.datacamp.com/courses/developing-ai-systems-with-the-openai-api,"Get your AI applications ready for production with this OpenAI API course. You’ll discover best practices for developing applications on the OpenAI API, including moderation and validation, testing, and practices for improved safety. You’ll also learn how to connect your application with external systems and APIs through function calling. This course builds on core OpenAI functionalities introduced in Working with the OpenAI API and prompt writing best practices from ChatGPT Prompt Engineering for Developers to help you elevate your projects from proof of concept to production-ready systems."
Intermediate Python for Finance,https://www.datacamp.com/courses/intermediate-python-for-finance,"Are you a financial or business analyst, or simply looking for an easier way to manage your stock portfolio? If so learning Python can automate financial tasks such as calculating risk, mapping market health, and visualizing a stock's price trends, saving you time and money.In this course, you’ll learn how to use Python data structures, execution control statements, and DataFrames to manipulate financial data. You will then work with pandas, using data from the Federal Reserve Bank, to explore national economic trends—an essential part of understanding investment strategies. You will also calculate risk based on stock price data, and display this data in easy to read plots. By the end of this course, you’ll be the new Python of Wall Street."
Data Visualization in Tableau,https://www.datacamp.com/courses/data-visualization-in-tableau,"Becoming a Data Analyst | Data visualization is one of the most desired skills for data analysts, allowing them to communicate insights in an understandable and impactful way. This course covers a range of data visualization skills using Tableau, allowing you to better present your findings. If you’re interested in data visualization or if you struggle to make your insights “land” with your stakeholders, then this course is for you. | Discover How to Use Data Visualization | You’ll start by revisiting some of the core principles of visualizing data before learning the basics of Tableau, looking at how you can use the software to transform your data into something impactful. You’ll cover some of the data visualization best practices, as well as focus on how to make your Tableau dashboards interactive and appealing. As you progress, you’ll explore how to spatial data to chart maps and non-geo use cases. | Learn to Communicate Insights | Communicating your insights visually will increase the understanding and retention of your information and create more impact. In this course, you will progress from basic data visualization skills toward advanced and custom-made charts, including Waffle charts, DNA charts, and a Sankey charts. You’ll learn how to accentuate insights and how to render information beautiful and useful at the same time. And all this while working on interesting datasets such as IMDB Movies or Airbnb data. Let’s visualize!"
Cluster Analysis in Python,https://www.datacamp.com/courses/cluster-analysis-in-python,"You have probably come across Google News, which automatically groups similar news articles under a topic. Have you ever wondered what process runs in the background to arrive at these groups? In this course, you will be introduced to unsupervised learning through clustering using the SciPy library in Python. This course covers pre-processing of data and application of hierarchical and k-means clustering. Through the course, you will explore player statistics from a popular football video game, FIFA 18. After completing the course, you will be able to quickly apply various clustering algorithms on data, visualize the clusters formed and analyze results."
Reinforcement Learning with Gymnasium in Python,https://www.datacamp.com/courses/reinforcement-learning-with-gymnasium-in-python,"Discover the World of Reinforcement Learning | Embark on an exhilarating exploration of Reinforcement Learning (RL), a pivotal branch of machine learning. This interactive course takes you on a comprehensive journey through the core principles of RL where you'll master the art of training intelligent agents, teaching them to make strategic decisions and maximize rewards. | Master Essential Concepts and Tools | Your adventure starts with a deep dive into the unique aspects of RL. You'll not only learn foundational RL concepts but also apply key RL algorithms to practical scenarios using the renowned OpenAI Gym toolkit. This hands-on approach ensures a thorough grasp of RL essentials. | Navigate Through Advanced Strategies and Applications | As your journey unfolds, you'll venture into the realms of advanced RL strategies to discover the intricacies of Monte Carlo methods, Temporal Difference Learning, and Q-Learning. By mastering these techniques in Python, you'll be adept at training agents for a variety of complex tasks. | Transform Your Learning into Real-World Impact | Concluding this course, you'll emerge with a profound understanding of RL theory, equipped with the skills to apply it creatively in real-world contexts. You'll be ready to build RL models in Python, unlocking a world of possibilities in your projects and professional endeavors."
Introduction to Object-Oriented Programming in Java,https://www.datacamp.com/courses/introduction-to-object-oriented-programming-in-java,"Object-oriented programming (OOP) is a powerful approach to writing organized and scalable software. Java, one of the world’s most popular programming languages, brings OOP to life with clear syntax and strong community support. In this course, you’ll learn how to use Java to model real-world systems using classes, objects, inheritance, encapsulation, and more. | Build Real-World Java Classes and Objects | Begin by learning to define classes as blueprints and use them to create object instances. You’ll apply core Java syntax to build reusable components that mirror real-world entities, like cars, passports, and formulas. | Add Behavior with Constructors and Methods | Master the use of constructors to initialize object state and explore methods to add behavior. You’ll write both void and return-type methods, helping you create dynamic and interactive programs. | Secure and Reuse Code with Encapsulation and Inheritance | Explore how access modifiers control what’s visible to users of your code. Learn how to use inheritance and abstract classes to eliminate duplication and create structured hierarchies. | Apply Interfaces and Polymorphism | Use interfaces to add flexibility and implement shared behavior across classes. Finally, unlock the power of polymorphism by overriding and overloading methods for more adaptable software designs. | By the end, you’ll be able to design modular Java applications with clean, object-oriented architecture."
Image Processing in Python,https://www.datacamp.com/courses/image-processing-in-python,"Images are everywhere! We live in a time where images contain lots of information, which is sometimes difficult to obtain. This is why image pre-processing has become a highly valuable skill, applicable in many use cases. In this course, you will learn to process, transform, and manipulate images at your will, even when they come in thousands. You will also learn to restore damaged images, perform noise reduction, smart-resize images, count the number of dots on a dice, apply facial detection, and much more, using scikit-image. After completing this course, you will be able to apply your knowledge to different domains such as machine learning and artificial intelligence, machine and robotic vision, space and medical image analysis, retailing, and many more. Take the step and dive into the wonderful world that is computer vision!"
Linear Classifiers in Python,https://www.datacamp.com/courses/linear-classifiers-in-python,"In this course you'll learn all about using linear classifiers, specifically logistic regression and support vector machines, with scikit-learn. Once you've learned how to apply these methods, you'll dive into the ideas behind them and find out what really makes them tick. At the end of this course you'll know how to train, test, and tune these linear classifiers in Python. You'll also have a conceptual foundation for understanding many other machine learning algorithms."
Introduction to Data Security,https://www.datacamp.com/courses/introduction-to-data-security,"Discover How to Be a Data Defender | Navigating the complex world of data security may initially seem like a daunting task and a bit boring to some. However, it's impossible to overstate the importance of protecting data confidentiality, integrity, and availability. It should be everyone’s top priority. This introductory course provides you with the tools to become a proficient data defender. | Learn the Basics and Best Practices | The first step in this journey is understanding the basics of data security, compliance with various regulations, and the potential consequences of data breaches. These are fundamental concepts that form the foundation of data security. The next step introduces the crucial concept of data sensitivity. This is followed by exploring operational models, voluntary frameworks, and other best practices widely adopted in the industry. | Understand the Human Element | The final level of data defense is the human element. Ultimately, people with a strong data security culture keep data secure, not just the tools and processes. This involves knowing the tricks of social engineering, practicing effective communication, and living a data security mindset every day. | Put It All Together | Together, the elements of this course give you the knowledge and skills for a holistic approach to data security. This allows you to protect your data effectively and also enables you to help others do the same. By completing this course, you will be well-equipped to navigate the ever-evolving landscape of data security."
Introduction to Testing in Python,https://www.datacamp.com/courses/introduction-to-testing-in-python,"Why tests? | Plenty of people write code. Some of them make it work and profitable. But sometimes, even the smartest of the best programmers makes a mistake that can cost millions of dollars. How to decrease the possibility of getting into such a fiasco? How do you ensure that you create a program that does exactly what you want? The very simple answer is: write tests! | Python testing basics | During this journey, you will learn the very basics of creating tests in Python. You will meet four types of software testing methods. You will create your own tests to check if the program or a data pipeline works as expected before it goes to production. Whether it is the unexpected null, a typo in your dataset, or mixed-up signs in the equation. You can, and you will catch those cases with the tests. | Testing with pytest and unittest | After the course completion, you will know the types of testing methods, and you will be able to choose the most suitable ones for a specific context. You also will be able to design those tests and implement them in Python using the `pytest` and the `unittest` libraries."
Advanced Git,https://www.datacamp.com/courses/advanced-git,"This course dives deep into Git's advanced features and is geared toward data engineering and data science workflows. You'll master complex merging strategies, learn to manipulate repository history and optimize Git for large-scale data projects. Key topics include advanced rebasing, git reflog for disaster recovery, efficient debugging with git bisect, and managing large files with Git LFS. You'll also explore parallel development using worktrees and how to modularize project structures with submodules. By the end of this course, you'll have the skills to handle complex version control scenarios and issues in data pipeline development and collaborative data projects."
Working with Llama 3,https://www.datacamp.com/courses/working-with-llama-3,"Learn to use the Llama Large-Language Model (LLM) | What is the Llama LLM, and how can you use it to enhance your projects? This course will teach you how to run Llama locally, guide its responses using prompt engineering, and build structured and context-aware conversations. | Understand the Llama model and its applications | You'll start with an introduction to the foundational concepts of Llama, learning how to interact with Llama models and exploring their use cases. You'll gain hands-on experience setting up, running, and interacting with the model using the llama-cpp-python library. As you progress, you'll apply techniques to refine Llama’s responses, maintain conversation history, and generate structured outputs ready to be integrated into automated workflows. | This is an ideal introduction to Llama for developers and AI practitioners. It explores the foundations of this powerful open-source LLM and how to apply it in real-world scenarios."
Financial Analysis in Power BI,https://www.datacamp.com/courses/financial-analysis-in-power-bi,"This course will teach you basic and intermediate finance skills and how to apply them in Power BI dashboards. | Learn the Fundamentals of Financial Analysis in Power BI | You’ll start by reviewing some basic financial terms and calculations, as well as exploring dashboarding. As you progress, you’ll learn how to use artificial intelligence to create insightful visualizations and financial forecasts. | You’ll also learn how to use what-if parameters in scenarios and sensitivity analysis with financial data. You will explore the concept of the time value of money and its importance in financial analysis, as well as capital budgeting tools to make investment decisions that you can take with you both in your personal and professional life. | Gain the Skills to Perform Your Own Financial Analyses | By the end of this course, you will be confident in your financial skills and especially in your ability to create meaningful financial analyses and visualizations within Power BI. You’ll have the skills to use Power BI to analyze your own data sets."
Data Science for Business,https://www.datacamp.com/courses/data-science-for-business,"Learn to Use Data Science for Business | What is data science, and how can you use it to strengthen your organization? This course will teach you about the skills you need on your data team and how you can structure that team to meet your organization's needs. | This course will also provide you with an understanding of data sources your company can use and how to store, analyze, and visualize that data. | Understand the Data Science Workflow | You’ll start with an introduction to data science for businesses, looking at the data science workflow and how to apply it to real-world problems. You’ll also explore how data collection works, looking at how you can source and store data. | Learn to Analyze and Visualize Your Data | You'll also discover ways to analyze and visualize your data through dashboards and A/B tests. To wrap up the course, we'll discuss exciting topics in machine learning, including clustering, time series prediction, natural language processing (NLP), deep learning, and explainable AI. | Along the way, you'll learn about a variety of real-world applications of data science and gain a better understanding of these concepts through practical exercises. | This is an ideal introduction to data science for managers, giving you the chance to learn about this powerful business tool."
Intermediate Power Query in Excel,https://www.datacamp.com/courses/intermediate-power-query-in-excel,"Building on your foundational Power Query in Excel knowledge, this intermediate course takes you to the next level of data transformation mastery. Discover advanced data integration techniques, including appending and merging datasets with various join types. Delve into M language syntax for creating custom conditional columns and harness advanced table transformations. Unlock the Power Query Advanced Editor, exploring M's built-in functions, mastering best practices like query grouping, and dynamically adjusting filter criteria with parameters. Elevate your skills by crafting custom M formula language functions, unleashing advanced query design capabilities that will empower you to extract deeper insights from your data."
Intermediate GitHub Concepts,https://www.datacamp.com/courses/intermediate-github-concepts,"Take your GitHub skills to the next level with this intermediate course, building on the foundations of our introductory course. You'll dive deeper into GitHub Projects, automation with GitHub Actions, and advanced security features. By the end, you'll be able to manage complex workflows, enhance team collaboration, and secure your projects more effectively. This course is perfect for those who already know the basics and want to streamline their data or software project management further!"
Sampling in R,https://www.datacamp.com/courses/sampling-in-r,"Sampling is a cornerstone of inference statistics and hypothesis testing. It's tremendously important in survey analysis and experimental design. This course explains when and why sampling is important, teaches you how to perform common types of sampling, from simple random sampling to more complex methods like stratified and cluster sampling. Later, the course covers estimating population statistics, and quantifying uncertainty in your estimates by generating sampling distributions and bootstrap distributions. Throughout the course, you'll explore real-world datasets on coffee ratings, Spotify songs, and employee attrition."
Intermediate SQL Server,https://www.datacamp.com/courses/intermediate-sql-server,"A majority of data is stored in databases and knowing the necessary tools needed to analyze and clean data directly in databases is indispensable. This course focuses on T-SQL, the version of SQL used in Microsoft SQL Server, needed for data analysis. You will learn several concepts in this course such as dealing with missing data, working with dates, and calculating summary statistics using advanced queries. After completing this course, you will have the skills needed to analyze data and provide insights quickly and easily."
Case Study: Analyzing Customer Churn in Tableau,https://www.datacamp.com/courses/case-study-analyzing-customer-churn-in-tableau,"Are you ready to apply your Tableau skills to a real-world dataset? | Apply your Tableau skills with a Case Study | For subscription-based businesses, reducing customer churn is a top priority. In this Tableau case study, you'll investigate a dataset from an example telecom company called Databel and analyze their churn rates. | Understand why customers churn | Analyzing churn doesn’t just mean knowing what the churn rate is: it’s also about figuring out why customers are churning at the rate they are, and how to reduce churn. You'll answer these questions by creating calculated fields and various visualizations in Tableau, such as dual-axis graphs and scatter plots. You'll make your graphs dynamic by using filters and parameters, and combine everything into a story to share your insights."
Time Series Analysis in Python,https://www.datacamp.com/courses/time-series-analysis-in-python,"Learn How to Use Python for Time Series Analysis | From stock prices to climate data, you can find time series data in a wide variety of domains. Having the skills to work with such data effectively is an increasingly important skill for data scientists. This course will introduce you to time series analysis in Python. | After learning what a time series is, you'll explore several time series models, ranging from autoregressive and moving average models to cointegration models. Along the way, you'll learn how to estimate, forecast, and simulate these models using statistical libraries in Python. | You'll see numerous examples of how these models are used, with a particular emphasis on applications in finance. | Discover How to Use Time Series Methods | You’ll start by covering the fundamentals of time series data, as well as simple linear regression. You’ll cover concepts of correlation and autocorrelation and how they apply to time series data before exploring some simple time series models, such as white noise and a random walk.  Next, you’ll explore how autoregressive (AR) models are used for time series data to predict current values and how moving average models can combine with AR models to produce powerful ARMA models. | Finally, you’ll look at how to use cointegration models to model two series jointly before looking at a real-life case study. | Explore Python Models and Libraries for Time Series Analysis By the end of this course, you’ll understand how time series analysis in Python works. You’ll know about some of the models, methods, and libraries that can assist you with the process and will know how to choose the appropriate ones for your own analysis. | This course is part of a wider Time Series with Python Track, which provides a set of five courses to help you master this data science skill."
